iso3,country_name,year,start_date,start_date_accuracy,end_date,end_date_accuracy,event_name,hazard_category,hazard_category_name,hazard_sub_category,hazard_sub_category_name,hazard_type,hazard_type_name,hazard_sub_type,hazard_subtype_name,new_displacement,new_displacement_rounded,total_displacement,total_displacement_rounded,glide_numbers
LKA,Sri Lanka,2019,2019-05-10,Day,2019-05-10,Day,Sri Lanka: Storm - Oddusudan; Mulaitivu - 10/05/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-05-21,Day,2019-05-21,Day,Sri Lanka: Storm -  Horombuwa; Moneragala - 21/05/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-05-25,Day,2019-05-25,Day,Sri Lanka: Tornado -  Padiyathalawa; Ampara - 25/05/2019,2,Weather related,4,Meteorological,14,Storm,23,,120,120,70,70,
LKA,Sri Lanka,2019,2019-05-30,Day,2019-05-30,Day,Sri Lanka: Storm - Oddusudan; Mulaitivu - 30/05/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-06-07,Day,2019-06-09,Day,Sri Lanka: Storms - Colombo; Gampaha; Mulaitivu  - 07/06/2019,2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,
LKA,Sri Lanka,2019,2019-06-09,Day,2019-06-09,Day,Sri Lanka: Storm - Puthukudiyirippu; Mulaitivu - 09/06/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-06-11,Day,2019-06-11,Day,Sri Lanka: Storm - Hanguranketha; Kothmale; Nuwara Eliya - 11/06/2019,2,Weather related,4,Meteorological,14,Storm,21,,31,31,31,31,
LKA,Sri Lanka,2019,2019-06-11,Day,2019-06-11,Day,Sri Lanka: Storm - Hanguranketha; Nuwara Eliya - 11/06/2019,2,Weather related,4,Meteorological,14,Storm,21,,28,28,28,28,
LKA,Sri Lanka,2019,2019-06-17,Day,2019-06-17,Day,Sri Lanka: Storm - Badulla; Badulla - 17/06/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-06-22,Day,2019-07-01,Week,Sri Lanka: Landslide risk - Nuwara Eliya; Nuwara Eliya - 22/06/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,6,6,,,
LKA,Sri Lanka,2019,2019-06-24,Day,2019-06-25,Day,Sri Lanka: Storm - Siyabalanduwa; Moneragala - 24/06/2019,2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,
LKA,Sri Lanka,2019,2019-07-11,Day,2019-07-11,Day,Sri Lanka: Storm - Anuradhapura (Kebithigollewa) - 11/07/2019,2,Weather related,4,Meteorological,14,Storm,21,,21,21,21,21,
LKA,Sri Lanka,2019,2019-07-11,Day,2019-07-11,Day,Sri Lanka: Storm - Kebithigollawa; Anuradhapura - 11/07/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-07-13,Day,2019-07-14,Day,Sri Lanka: Storm - Pathavisiri Pura; Trincomalee - 13/07/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-07-14,Day,2019-07-14,Day,Sri Lanka: Storm - Ampara (Mahaoya) - 14/07/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-07-18,Day,2019-07-18,Day,Sri Lanka: Flood - Nuwara Eliya (Ambagamuwa); Rathnapura (Pelmadulla) - 18/07/2019,2,Weather related,3,Hydrological,10,Flood,13,,265,260,3,3,
LKA,Sri Lanka,2019,2019-07-18,Day,2019-07-18,Day,"Sri Lanka: Storm - Ampara, Rathnapura, Kandy, Gampaha, Galle, Nuwara Eliya, Hambantota, Matara - 18/07/2019",2,Weather related,4,Meteorological,14,Storm,21,,133,130,28,28,
LKA,Sri Lanka,2019,2019-08-07,Day,2019-08-11,Day,"Sri Lanka: Storm - Nuwara Eliya, Kandy, Ratnapura, Kalutara, Galle, Anuradhapura - 07/08/2019",2,Weather related,4,Meteorological,14,Storm,21,,88,88,17,17,
LKA,Sri Lanka,2019,2019-08-12,Day,2019-08-12,Day,Sri Lanka: Landslide - Nuwara Eliya (Nuwaraeliya) - 12/08/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,159,160,,,
LKA,Sri Lanka,2019,2019-08-13,Day,2019-08-13,Day,"Sri Lanka: Flood - Nuwara Eliya (Ambagamuwa), Kandy (Pasbagekorale) - 13/08/2019",2,Weather related,3,Hydrological,10,Flood,13,,237,240,,,
LKA,Sri Lanka,2019,2019-08-13,Day,2019-08-13,Day,Sri Lanka: Landslide - Kandy (Pasbagekorale) - 13/08/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,4,4,,,
LKA,Sri Lanka,2019,2019-08-13,Day,2019-08-13,Day,Sri Lanka: Landslide - Nuwara Eliya (Ambagamuwa) - 13/08/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,59,59,83,83,
LKA,Sri Lanka,2019,2019-08-13,Day,2019-08-13,Day,Sri Lanka: Landslide - Nuwara Eliya (Kotmale) - 13/08/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,99,99,99,99,
LKA,Sri Lanka,2019,2019-08-13,Day,2019-08-13,Day,Sri Lanka: Landslide - Ratnapura (Rathnapura) - 13/08/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,6,6,,,
LKA,Sri Lanka,2019,2019-08-22,Day,2019-08-22,Day,Sri Lanka: Flash flood - Nuwara Eliya (Ambagamuwa) - 22/08/2019,2,Weather related,3,Hydrological,10,Flood,13,,4,4,,,
LKA,Sri Lanka,2019,2019-08-30,Day,2019-08-30,Day,Sri Lanka: Landslide - Ratnapura (Rathnapura) - 30/08/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,10,10,,,
LKA,Sri Lanka,2019,2019-08-30,Day,2019-08-31,Day,"Sri Lanka: Storm - Puttalam (Mahakubukkadawala), Kegalle (Aranayake, Rabukkana), Galle (Baddegama) - 30/08/2019",2,Weather related,4,Meteorological,14,Storm,21,,112,110,14,14,
LKA,Sri Lanka,2019,2019-09-05,Day,2019-09-05,Day,Sri Lanka: Storm - Jaffna (Kayts) - 05/09/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-09-15,Day,2019-09-16,Day,"Sri Lanka: Flash flood - Hambantota (Hambanthota), Colombo (Kotte, Thibirigasyaya), Gampaha (Kalaniya) - 15/09/2019",2,Weather related,3,Hydrological,10,Flood,13,,1232,1200,,,
LKA,Sri Lanka,2019,2019-09-15,Day,2019-09-17,Day,Sri Lanka: Storm - Gampaha - 15/09/2019,2,Weather related,4,Meteorological,14,Storm,21,,1020,1000,,,
LKA,Sri Lanka,2019,2019-09-18,Day,2019-09-18,Day,Sri Lanka: Flash flood - Kegalle (Dehovita) - 18/09/2019 ,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-09-18,Day,2019-09-20,Day,Sri Lanka: Landslide risk - Nuwara Eliya (Ambagamuwa) - 18/09/2019 ,2,Weather related,3,Hydrological,11,Mass Movement,15,,33,33,,,
LKA,Sri Lanka,2019,2019-09-18,Day,2019-09-20,Day,Sri Lanka: Storm - Jaffna (Pointpedro) - 18/09/2019,2,Weather related,4,Meteorological,14,Storm,21,,147,150,,,
LKA,Sri Lanka,2019,2019-09-22,Day,2019-09-23,Day,"Sri Lanka: Storm - Kalutara, Matara, Nuwara Eliya - 22/09/2019",2,Weather related,4,Meteorological,14,Storm,21,,387,390,,,
LKA,Sri Lanka,2019,2019-09-23,Day,2019-09-27,Week,"Sri Lanka: Flash floods - Galle, Kalutara, Gampaha, Ratnapura, Kegalle, Matara, Colombo - 23/09/2019",2,Weather related,3,Hydrological,10,Flood,13,,44947,45000,261,260,
LKA,Sri Lanka,2019,2019-09-29,Day,2019-09-29,Day,Sri Lanka: Storm - Nuwara Eliya (Walapane) - 29/09/2019,2,Weather related,4,Meteorological,14,Storm,21,,8,8,8,8,
LKA,Sri Lanka,2019,2019-10-09,Day,2019-10-09,Day,Sri Lanka: Flood - Nuwara Eliya (Ambagamuwa) - 09/10/2019,2,Weather related,3,Hydrological,10,Flood,13,,182,180,,,
LKA,Sri Lanka,2019,2019-10-12,Day,2019-10-12,Day,Sri Lanka: Landslide - Kegalle (Kegalle) - 12/10/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-12,Day,2019-10-13,Day,"Sri Lanka: Storm - Kandy (Doluwa), Kurunegala (Kobeigane, Wariyapola) - 12/10/2019",2,Weather related,4,Meteorological,14,Storm,21,,23,23,14,14,
LKA,Sri Lanka,2019,2019-10-14,Day,2019-10-14,Day,Sri Lanka: Storm - Rathnapura (Kolonna) - 14/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-15,Day,2019-10-15,Day,Sri Lanka: Mass movement - Kegalle (Mawanella) - 15/10/2019,1,Geophysical,1,Geophysical,2,Mass Movement,3,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-15,Day,2019-10-16,Day,"Sri Lanka: Flash flood - Kegalle (Mawanella), Puttalam (Mundalama, Naththandiya, Wennappuwa, Mahakumbukkadawala) - 15/10/2019",2,Weather related,3,Hydrological,10,Flood,13,,317,320,3,3,
LKA,Sri Lanka,2019,2019-10-15,Day,2019-10-18,Week,Sri Lanka: High Wind - Kandy (Delthota) - 15/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-17,Day,2019-10-21,Week,Sri Lanka: Storm - Kandy (Udunuwara) - 17/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-18,Day,2019-10-21,Week,Sri Lanka: Lightning - Kegalle (Kegalle) - 18/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-20,Day,2019-10-20,Week,Sri Lanka: High wind & Heavy rain - Kurunegala (Polpithigama) - 20/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-21,Day,2019-10-22,Week,Sri Lanka: Storm - Kegalle (Kegalle) - 21/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2019,2019-10-22,Day,2019-10-23,Week,Sri Lanka: Flood - 7 provinces - 22/10/2019,2,Weather related,3,Hydrological,10,Flood,13,,1661,1700,,,
LKA,Sri Lanka,2019,2019-10-23,Day,2019-11-24,Week,Sri Lanka: Flood - Gampaha (Waththala) - 23/10/2019,2,Weather related,3,Hydrological,10,Flood,13,,3,3,,,
LKA,Sri Lanka,2019,2019-10-24,Day,2019-10-29,Week,Sri Lanka: Storm - Rathnapura (Opanayaka) - 24/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,10,10,,,
LKA,Sri Lanka,2019,2019-10-25,Day,2019-10-25,Week,Sri Lanka: Flood - Mannar (Mannar Town) - 25/10/2019,2,Weather related,3,Hydrological,10,Flood,13,,195,200,195,200,
LKA,Sri Lanka,2019,2019-10-25,Day,2019-10-25,Week,Sri Lanka: Storm - Kurunegala (Mallawapitiya) - 25/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-25,Day,2019-10-30,Day,"Sri Lanka: Storm - Matara (Matara, Thihagoda) - 28/10/2019",2,Weather related,4,Meteorological,14,Storm,21,,82,82,14,14,
LKA,Sri Lanka,2019,2019-10-27,Day,2019-10-29,Week,Sri Lanka: Storm - Jaffna (Velanai) - 27/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-10-28,Day,2019-10-30,Week,Sri Lanka: Storm - Hambantota (5 towns) - 28/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,334,330,31,31,
LKA,Sri Lanka,2019,2019-10-29,Day,2019-10-30,Week,Sri Lanka: Storm - Rathnapura (Godakawela) - 28/10/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-11-14,Day,2019-11-16,Day,Sri Lanka: Landslide risk - Moneragala(Bibila) - 14/11/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,203,200,203,200,
LKA,Sri Lanka,2019,2019-11-22,Day,2019-11-23,Day,Sri Lanka: Storm - Kalutara (Maduralewa) - 22/11/2019,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2019,2019-11-25,Day,2019-11-25,Week,Sri Lanka: Landslide - Badula (Passara) - 25/11/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,3,3,3,3,
LKA,Sri Lanka,2019,2019-11-30,Day,2019-12-06,Day,Sri Lanka: (North-east monsoon part I) Landslides triggered by floods - 7 Provinces (9 Districts) - 30/11/2019,2,Weather related,3,Hydrological,11,Mass Movement,15,,13891,14000,3149,3100,
LKA,Sri Lanka,2019,2019-12-18,Day,2020-01-23,Day,Sri Lanka: (North-east monsoon part II) Landslides and triggered by floods and heavy rain - 6 Provinces - 18/12/2019,2,Weather related,3,Hydrological,10,Flood,13,,20294,20000,,,
LKA,Sri Lanka,2020,2020-02-14,Day,2020-02-14,Day,Sri Lanka: High Wind - Uva (Badulla/Haldunmulla) - 14/02/2020,2,Weather related,4,Meteorological,14,Storm,21,,6,6,6,6,
LKA,Sri Lanka,2020,2020-04-14,Day,2020-04-15,Day,Sri Lanka: High Wind - Central (Nuwara Eliya/Ambagamuwa) - 14/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,26,26,,,
LKA,Sri Lanka,2020,2020-04-15,Day,2020-04-18,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/Dehiowita) - 15/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-04-18,Day,2020-04-18,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/Warakapola) - 18/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-04-19,Day,2020-04-19,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/Kegalle) - 15/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-04-20,Day,2020-04-21,Day,Sri Lanka: Storm - Western (Gampaha/Dompe) - 20/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-04-21,Day,2020-04-21,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/Ruwanwella) - 21/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-04-23,Day,2020-04-23,Day,Sri Lanka: High Wind - North-Western (Kurunegala/Weerambugedara) - 23/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-04-30,Day,2020-04-30,Day,Sri Lanka: High Wind - North Central (Polonnaruwa/Hingurakgoda) - 30/04/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-04,Day,2020-05-04,Day,Sri Lanka: High Wind - North Central (Anuradhapura /Rambewa) - 04/05/2020,2,Weather related,4,Meteorological,14,Storm,21,,24,24,24,24,
LKA,Sri Lanka,2020,2020-05-06,Day,2020-05-06,Day,Sri Lanka: Heavy Rain & High Wind - Northen (Kilinochchi/Karachchi) - 06/05/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-15,Day,2020-05-15,Day,Sri Lanka: Flood - Sabaragamuwa (Kegalle/Galigamuwa) - 15/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,24,24,24,24,
LKA,Sri Lanka,2020,2020-05-16,Day,2020-05-16,Day,Sri Lanka: Flood - Sabaragamuwa (Kegalle/Kegalle) - 16/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,7,7,7,7,
LKA,Sri Lanka,2020,2020-05-17,Day,2020-05-17,Day,Sri Lanka: High Wind - Eastern (Mannar/Nanattan) - 17/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,7,7,
LKA,Sri Lanka,2020,2020-05-18,Day,2020-05-18,Day,Sri Lanka: High Wind - North Central (Polonnaruwa/Dimbulagala) - 18/05/2020,2,Weather related,4,Meteorological,14,Storm,21,,7,7,,,
LKA,Sri Lanka,2020,2020-05-18,Day,2020-05-18,Day,Sri Lanka: High Wind - Northen (Killinochchi/Poonakary) - 18/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,10,10,10,10,
LKA,Sri Lanka,2020,2020-05-19,Day,2020-05-19,Day,Sri Lanka: Flood - Sabaragamuwa (Rathnapura/17 DS divisions) - 19/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,1031,1000,171,170,
LKA,Sri Lanka,2020,2020-05-19,Day,2020-05-19,Day,Sri Lanka: Flood - Southern (Matara/4 DS Divisions) - 19/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,107,110,3,3,
LKA,Sri Lanka,2020,2020-05-19,Day,2020-05-19,Day,Sri Lanka: High Wind - Sabaragamuwa (Kegalle/Kegalle) - 19/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-19,Day,2020-05-19,Day,Sri Lanka: High Wind - Uva (Moneragala/Thanamalwila) - 19/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-20,Day,2020-05-21,Day,Sri Lanka: High Wind - Northen (Killinochchi/Poonakary) - 20/05/2020,2,Weather related,4,Meteorological,14,Storm,21,,14,14,14,14,
LKA,Sri Lanka,2020,2020-05-21,Day,2020-05-21,Day,Sri Lanka: High Wind - Northen (Jaffna/Point pedro) - 21/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-22,Day,2020-05-22,Day,Sri Lanka: High Wind - Northen (Jaffna/Uduvil) - 22/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-24,Day,2020-05-24,Day,Sri Lanka: High Wind - Sabaragamuwa (Rathnapura/Opanayaka) - 24/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-05-27,Day,2020-05-27,Day,Sri Lanka: Flood - Western (Colombo /Padukka) - 27/05/2020,2,Weather related,3,Hydrological,10,Flood,13,,48,48,,,
LKA,Sri Lanka,2020,2020-07-01,Day,2020-07-01,Week,Sri Lanka: Risk of Landslide - Central (Kandy/Ganga ihala korale) - 01/07/2020,2,Weather related,3,Hydrological,11,Mass Movement,15,,70,70,210,210,
LKA,Sri Lanka,2020,2020-07-08,Day,2020-07-08,Day,Sri Lanka: High Wind - North Central (Anuradhapura/NPC) - 08/07/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-07-09,Day,2020-07-09,Day,Sri Lanka: High Wind - Uva (Badulla/Haldunmulla) - 09/07/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-07-16,Day,2020-07-16,Day,Sri Lanka: High Wind - Central (Kandy/Akurana) - 16/07/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-07-20,Day,2020-07-20,Day,"Sri Lanka: High Wind - Southern (Galle/Imaduwa,Yakkalamulla) - 20/07/2020",2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2020,2020-07-25,Day,2020-07-25,Day,Sri Lanka: High Wind - Western (Colombo/Rathmalana) - 25/07/2020,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2020,2020-07-29,Day,2020-07-30,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/4 DS Divisions) - 29/07/2020,2,Weather related,4,Meteorological,14,Storm,21,,21,21,21,21,
LKA,Sri Lanka,2020,2020-08-05,Day,2020-08-05,Day,Sri Lanka: Storm - North Western (Kurunegala/Giribawa) - 05/08/2020,2,Weather related,4,Meteorological,14,Storm,21,,28,28,28,28,
LKA,Sri Lanka,2020,2020-08-05,Day,2020-08-07,Day,Sri Lanka: Storm - Central (Kandy/Gangawatakorale) - 05/08/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-08-06,Day,2020-08-06,Day,Sri Lanka: Storm - Central (Nuwara Eliya/Nuwara Eliya) - 06/08/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-08-06,Day,2020-08-06,Day,Sri Lanka: Storm - Sabaragamuwa (Rathnapura/Aranayaka) - 06/08/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-08-06,Day,2020-08-06,Day,Sri Lanka: Storm - Sabaragamuwa (Rathnapura/Eheliyagoda - 06/08/2020,2,Weather related,4,Meteorological,14,Storm,21,,43,43,52,52,
LKA,Sri Lanka,2020,2020-08-06,Day,2020-08-06,Day,"Sri Lanka: Storm - Western (Kalutara/Bulathsinghala, Bandaragama) - 06/08/2020",2,Weather related,4,Meteorological,14,Storm,21,,21,21,21,21,
LKA,Sri Lanka,2020,2020-08-31,Day,2020-08-31,Day,Sri Lanka: Storm - Northen (Vavuniya/Vavuniya Town) - 31/08/2020,2,Weather related,4,Meteorological,14,Storm,21,,17,17,17,17,
LKA,Sri Lanka,2020,2020-09-01,Day,2020-09-01,Day,Sri Lanka: Storm - Northen (Mannar/Mannar Town) - 01/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,200,200,,,
LKA,Sri Lanka,2020,2020-09-02,Day,2020-09-02,Day,Sri Lanka: Storm - North Western (Puttalam/Kalpitiya) - 02/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,14,14,14,14,
LKA,Sri Lanka,2020,2020-09-06,Day,2020-09-06,Day,Sri Lanka: Avalanche - Western (Kalutara/Palindanuwara) - 06/09/2020,2,Weather related,3,Hydrological,11,Mass Movement,14,,44,44,,,
LKA,Sri Lanka,2020,2020-09-06,Day,2020-09-06,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle) - 06/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2020,2020-09-07,Day,2020-09-07,Day,Sri Lanka: Landslide - Central (Nuwara Eliya/Abagamuwa) - 07/09/2020,2,Weather related,3,Hydrological,11,Mass Movement,15,,12,12,,,
LKA,Sri Lanka,2020,2020-09-07,Day,2020-09-09,Day,"Sri Lanka: Flood - Western (Gampaha/Wattala,Mahara,Kelaniya) - 06/09/2020",2,Weather related,3,Hydrological,10,Flood,13,,1176,1200,65,65,
LKA,Sri Lanka,2020,2020-09-07,Day,2020-09-09,Day,"Sri Lanka: Storm - Western (Colombo/Kotte,Moratuwa,Kaduwela) - 07/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,175,180,7,7,
LKA,Sri Lanka,2020,2020-09-09,Day,2020-09-09,Day,Sri Lanka: Flood - North Western (Puttalam /Nattandiya) - 09/09/2020,2,Weather related,3,Hydrological,10,Flood,13,,22,22,,,
LKA,Sri Lanka,2020,2020-09-18,Day,2020-09-19,Day,"Sri Lanka: Storm - Sabaragamuwa (Rathnapura/Kahawatta, Weligapola) - 18/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2020,2020-09-18,Day,2020-09-20,Day,"Sri Lanka: Storm - Central (Kandy/Harispattuwa, Gangawata Korale) - 18/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,
LKA,Sri Lanka,2020,2020-09-19,Day,2020-09-19,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle/ Galigamuwa) - 19/09/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-09-19,Day,2020-09-27,Day,"Sri Lanka: Storm - Central (Kandy/Yatinuwara, Kundasake, Panwila) - 19/09/2020",2,Weather related,4,Meteorological,14,Storm,21,,42,42,42,42,
LKA,Sri Lanka,2020,2020-10-03,Day,2020-10-03,Day,Sri Lanka: Storm - Sabaragamuwa (Kegale/Mawanelle) - 03/10/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-10-12,Day,2020-10-12,Day,Sri Lanka: Rock fall risk - Sabaragamuwa (Rathnapura/Balangoda) - 12/10/2020,1,Geophysical,1,Geophysical,2,Mass Movement,3,,56,56,,,
LKA,Sri Lanka,2020,2020-10-12,Day,2020-10-12,Day,Sri Lanka: Storm - Uva (Badula/Ella) - 12/10/2020,1,Geophysical,1,Geophysical,2,Mass Movement,3,,3,3,3,3,
LKA,Sri Lanka,2020,2020-10-14,Day,2020-10-14,Day,Sri Lanka: Storm - Central (Nuwara Eliya/Ambagamuwa) - 14/10/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-10-14,Day,2020-10-14,Day,Sri Lanka: Storm - Sabaragamuwa (Kegalle) - 14/10/2020,2,Weather related,4,Meteorological,14,Storm,21,,10,10,10,10,
LKA,Sri Lanka,2020,2020-10-14,Day,2020-10-14,Day,Sri Lanka: Storm - Western (Gampaha) - 14/10/2020,2,Weather related,4,Meteorological,14,Storm,21,,7,7,7,7,
LKA,Sri Lanka,2020,2020-11-05,Day,2020-11-05,Day,Sri Lanka: Flash flood - Sabaragamuwa (Kegalle/Ruwanwella) - 05/11/2020 ,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-11-05,Day,2020-11-05,Day,Sri Lanka: High wind - Sabaragamuwa (Kegalle/Rambukkana) - 05/11/2020 ,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-11-06,Day,2020-11-09,Day,Sri Lanka: Heavy rain & high wind - North Western (Puttalam/Mahawewa) - 06/11/2020 ,2,Weather related,4,Meteorological,14,Storm,21,,3,3,3,3,
LKA,Sri Lanka,2020,2020-11-11,Day,2020-11-11,Day,Sri Lanka: Heavy rain - Sabaragamuwa (Rathnapura/Weligepola) - 11/11/2020 ,2,Weather related,3,Hydrological,10,Flood,13,,3,3,3,3,
LKA,Sri Lanka,2020,2020-11-16,Day,2020-11-16,Day,Sri Lanka: Floods - Central (Nuwara Eliya/Walapane) - 16/11/2020,1,Geophysical,1,Geophysical,2,Mass Movement,3,,29,29,,,
LKA,Sri Lanka,2020,2020-11-16,Day,2020-11-16,Day,Sri Lanka: Floods - Northern Province (Jaffna/Tellippalai) - 16/11/2020,2,Weather related,3,Hydrological,10,Flood,13,,7,7,7,7,
LKA,Sri Lanka,2020,2020-11-16,Day,2020-11-16,Day,Sri Lanka: Heavy rain - Sabaragamuwa (Rathnapura/Opanayake) - 16/11/2020,2,Weather related,4,Meteorological,14,Storm,21,,3,3,,,
LKA,Sri Lanka,2020,2020-11-16,Day,2020-11-16,Day,Sri Lanka: Heavy rain - Sabaragamuwa (Rathnapura/Weligepola) - 16/11/2020,2,Weather related,3,Hydrological,10,Flood,13,,3,3,,,
